State;City;Population;Violent_crime;Murder;Rape;Robbery;Aggravated_assault;Property_crime;Burglary;Larceny_theft;Vehicle_theft;Arson
NEW JERSEY;Hasbrouck Heights;12 049;3;0;0;0;3;63;3;60;0;0
NEW JERSEY;Haworth;3 420;1;0;0;0;1;8;2;3;3;0
NEW JERSEY;Hawthorne;18 699;0;0;0;0;0;139;9;116;14;0
NEW JERSEY;Hazlet Township;19 739;31;0;5;2;24;199;16;171;12;0
NEW JERSEY;Helmetta;2 173;0;0;0;0;0;10;2;7;1;0
NEW JERSEY;High Bridge;3 427;1;0;0;0;1;25;3;21;1;0
NEW JERSEY;Highland Park;13 791;14;0;5;2;7;222;33;181;8;0
NEW JERSEY;Highlands;4 739;2;0;0;0;2;9;4;5;0;1
NEW JERSEY;Hightstown;5 264;6;0;3;1;2;22;2;19;1;0
NEW JERSEY;Hillsborough Township;39 813;13;0;7;1;5;191;29;158;4;0
NEW JERSEY;Hillsdale;10 382;2;0;0;0;2;45;4;40;1;0
NEW JERSEY;Hillside Township;22 024;64;0;5;26;33;533;51;398;84;0
NEW JERSEY;Hi-Nella;855;2;0;0;0;2;4;0;4;0;0
NEW JERSEY;Hoboken;53 641;79;0;2;14;63;666;73;562;31;1
NEW JERSEY;Ho-Ho-Kus;4 091;0;0;0;0;0;20;7;11;2;0
NEW JERSEY;Holland Township;5 081;2;0;1;0;1;9;4;4;1;0
NEW JERSEY;Holmdel Township;16 648;17;0;1;1;15;194;16;168;10;0
NEW JERSEY;Hopatcong;14 091;8;0;0;1;7;39;0;37;2;1
NEW JERSEY;Hopewell Borough;1 905;0;0;0;0;0;13;2;10;1;0
NEW JERSEY;Hopewell Township;17 854;7;0;1;0;6;73;14;55;4;0
NEW JERSEY;Howell Township;52 242;31;1;14;1;15;376;43;321;12;0
NEW JERSEY;Independence Township;5 420;2;0;1;0;1;5;4;0;1;0
NEW JERSEY;Interlaken;789;0;0;0;0;0;3;0;3;0;0
NEW JERSEY;Irvington;54 034;280;7;17;190;66;1 016;178;565;273;7
NEW JERSEY;Island Heights;1 675;0;0;0;0;0;7;3;4;0;0
NEW JERSEY;Jackson Township;57 380;25;0;3;5;17;391;71;298;22;3
NEW JERSEY;Jamesburg;5 931;10;2;1;2;5;19;3;15;1;1
NEW JERSEY;Jefferson Township;20 877;10;1;2;0;7;72;12;54;6;0
NEW JERSEY;Jersey City;266 508;1 393;13;81;431;868;5 074;890;3 514;670;18
NEW JERSEY;Keansburg;9 674;21;0;2;6;13;176;18;157;1;0
NEW JERSEY;Kearny;41 314;54;0;0;13;41;661;36;541;84;0
NEW JERSEY;Kenilworth;8 218;10;0;4;2;4;109;8;86;15;0
NEW JERSEY;Keyport;7 032;12;0;0;4;8;92;10;73;9;0
NEW JERSEY;Kinnelon;9 984;1;0;1;0;0;22;11;9;2;0
NEW JERSEY;Lacey Township;29 247;25;0;4;4;17;265;29;233;3;1
NEW JERSEY;Lake Como;1 685;1;0;0;1;0;16;2;11;3;0
NEW JERSEY;Lakehurst;2 701;5;0;0;2;3;18;0;16;2;0
NEW JERSEY;Lakewood Township;105 403;148;1;11;45;91;965;253;675;37;4
NEW JERSEY;Lambertville;3 782;1;0;1;0;0;26;2;24;0;0
NEW JERSEY;Laurel Springs;1 860;2;0;0;1;1;19;6;12;1;0
NEW JERSEY;Lavallette;1 846;0;0;0;0;0;39;2;34;3;0
NEW JERSEY;Lawnside;2 874;6;0;0;0;6;104;10;92;2;0
NEW JERSEY;Lawrence Township, Mercer County;32 415;45;0;10;11;24;493;83;388;22;2
NEW JERSEY;Lebanon Township;6 061;2;0;0;0;2;17;3;12;2;0
NEW JERSEY;Leonia;9 088;3;0;1;0;2;51;11;38;2;0
NEW JERSEY;Lincoln Park;10 162;2;0;0;0;2;46;8;32;6;0
NEW JERSEY;Linden;42 592;159;0;21;44;94;1 228;110;1 079;39;4
NEW JERSEY;Lindenwold;17 197;123;0;16;50;57;492;124;334;34;3
NEW JERSEY;Linwood;6 697;2;0;0;0;2;92;10;78;4;0
NEW JERSEY;Little Egg Harbor Township;21 508;18;0;2;3;13;206;36;164;6;1
NEW JERSEY;Little Falls Township;14 513;20;0;0;0;20;89;12;70;7;0
NEW JERSEY;Little Ferry;10 794;9;1;0;2;6;83;12;55;16;0
NEW JERSEY;Little Silver;5 793;2;0;0;0;2;34;1;25;8;0
NEW JERSEY;Livingston Township;29 998;6;0;3;1;2;353;26;301;26;0
NEW JERSEY;Loch Arbour;179;0;0;0;0;0;14;1;13;0;0
NEW JERSEY;Lodi;24 488;35;0;2;6;27;273;31;200;42;1
NEW JERSEY;Logan Township;5 854;5;0;1;2;2;105;13;85;7;0
NEW JERSEY;Long Beach Township;3 060;10;0;5;0;5;78;6;70;2;0
NEW JERSEY;Long Branch;30 352;109;0;11;23;75;625;60;538;27;0
NEW JERSEY;Long Hill Township;8 500;3;0;1;0;2;45;3;40;2;0
NEW JERSEY;Longport;854;1;0;0;0;1;10;3;7;0;0
NEW JERSEY;Lopatcong Township;8 350;4;0;0;0;4;99;5;90;4;0
NEW JERSEY;Lower Alloways Creek Township;1 663;1;0;0;0;1;3;0;3;0;0
NEW JERSEY;Lower Township;21 325;41;0;10;2;29;149;30;113;6;0
NEW JERSEY;Lumberton Township;12 162;22;0;2;4;16;174;11;153;10;0
NEW JERSEY;Lyndhurst Township;22 741;13;0;0;6;7;150;5;127;18;0
NEW JERSEY;Madison;16 533;1;0;0;0;1;70;11;52;7;0
NEW JERSEY;Magnolia;4 247;13;0;0;5;8;76;26;46;4;0
NEW JERSEY;Mahwah Township;26 317;8;0;3;0;5;115;10;90;15;1
NEW JERSEY;Manalapan Township;39 662;18;1;11;2;4;226;36;173;17;0
NEW JERSEY;Manasquan;5 839;7;0;3;0;4;88;3;82;3;0
NEW JERSEY;Manchester Township;43 369;12;3;0;3;6;278;51;215;12;2
NEW JERSEY;Mansfield Township, Burlington County;8 520;8;0;0;3;5;46;10;26;10;0
NEW JERSEY;Mansfield Township, Warren County;7 347;3;0;1;0;2;83;5;76;2;0
NEW JERSEY;Mantoloking;252;0;0;0;0;0;5;0;3;2;0
NEW JERSEY;Mantua Township;14 779;3;0;0;0;3;212;30;169;13;2
NEW JERSEY;Manville;10 205;6;0;4;1;1;218;14;197;7;0
NEW JERSEY;Maple Shade Township;18 451;54;1;8;17;28;344;41;272;31;0
NEW JERSEY;Maplewood Township;25 297;22;2;3;13;4;435;22;365;48;0
NEW JERSEY;Margate City;5 912;6;0;0;2;4;140;55;84;1;1
NEW JERSEY;Marlboro Township;39 850;9;0;0;2;7;273;38;212;23;1
NEW JERSEY;Matawan;8 716;0;0;0;0;0;5;0;5;0;0
NEW JERSEY;Maywood;9 667;6;0;0;2;4;62;7;54;1;0
NEW JERSEY;Medford Lakes;3 922;3;0;0;0;3;16;4;12;0;0
NEW JERSEY;Medford Township;23 393;19;0;4;1;14;134;30;101;3;1
NEW JERSEY;Mendham;4 876;0;0;0;0;0;20;1;14;5;0
NEW JERSEY;Mendham Township;5 700;1;0;0;0;1;11;3;6;2;0
NEW JERSEY;Merchantville;3 687;4;0;0;0;4;59;9;48;2;0
NEW JERSEY;Metuchen;14 423;11;0;0;4;7;165;31;124;10;0
NEW JERSEY;Middlesex Borough;13 659;6;0;0;2;4;55;4;47;4;1
NEW JERSEY;Middle Township;18 225;34;0;6;7;21;303;54;232;17;2
NEW JERSEY;Middletown Township;65 361;22;0;4;2;16;354;38;294;22;0
NEW JERSEY;Midland Park;7 246;2;0;0;0;2;38;0;34;4;0
NEW JERSEY;Millburn Township;20 085;6;0;0;5;1;434;23;374;37;0
NEW JERSEY;Milltown;7 020;2;0;0;2;0;84;2;80;2;0
NEW JERSEY;Millville;27 528;130;2;14;50;64;1 107;154;925;28;6
NEW JERSEY;Mine Hill Township;3 501;2;0;0;1;1;12;3;8;1;0
NEW JERSEY;Monmouth Beach;3 222;2;0;0;0;2;8;0;8;0;0
NEW JERSEY;Monroe Township, Gloucester County;36 884;26;1;1;12;12;425;88;313;24;1
NEW JERSEY;Monroe Township, Middlesex County;45 342;19;0;0;0;19;116;18;89;9;0
NEW JERSEY;Montclair;38 625;58;1;9;17;31;476;106;335;35;1
NEW JERSEY;Montgomery Township;23 364;5;0;0;0;5;111;62;39;10;0
NEW JERSEY;Montvale;8 657;1;0;0;0;1;26;1;24;1;0
NEW JERSEY;Montville Township;21 208;4;0;0;0;4;172;11;137;24;0
NEW JERSEY;Moonachie;2 736;0;0;0;0;0;28;1;26;1;1
NEW JERSEY;Moorestown Township;20 307;18;0;3;4;11;200;24;166;10;0
NEW JERSEY;Morris Plains;5 935;2;0;0;0;2;71;3;65;3;0
NEW JERSEY;Morristown;19 153;41;0;5;9;27;170;9;157;4;2
NEW JERSEY;Morris Township;22 080;8;0;0;0;8;96;22;70;4;0
NEW JERSEY;Mountain Lakes;4 269;0;0;0;0;0;28;10;11;7;0
NEW JERSEY;Mountainside;6 888;3;0;0;0;3;52;9;36;7;1
NEW JERSEY;Mount Arlington;5 964;0;0;0;0;0;27;3;23;1;0
NEW JERSEY;Mount Ephraim;4 567;5;0;0;1;4;179;7;169;3;0
NEW JERSEY;Mount Holly Township;9 568;27;0;8;7;12;190;20;163;7;0
NEW JERSEY;Mount Laurel Township;41 109;57;1;15;17;24;597;45;524;28;0
NEW JERSEY;Mount Olive Township;29 025;14;0;5;3;6;112;19;92;1;0
NEW JERSEY;Mullica Township;5 897;2;0;0;1;1;71;22;43;6;0
NEW JERSEY;National Park;2 934;3;1;0;0;2;23;8;15;0;0
NEW JERSEY;Neptune City;4 625;11;0;0;2;9;118;6;112;0;0
NEW JERSEY;Neptune Township;27 549;95;2;2;18;73;871;72;786;13;4
NEW JERSEY;Netcong;3 151;11;0;5;0;6;28;2;25;1;0
NEW JERSEY;Newark;281 422;1 742;57;120;636;929;4 618;721;2 356;1 541;21
NEW JERSEY;New Brunswick;55 995;262;3;11;96;152;1 111;223;823;65;0
NEW JERSEY;Newfield;1 537;2;0;0;0;2;8;2;5;1;0
NEW JERSEY;New Hanover Township;8 123;1;0;0;0;1;0;0;0;0;0
NEW JERSEY;New Milford;16 506;1;0;0;0;1;64;8;53;3;0
NEW JERSEY;New Providence;13 592;0;0;0;0;0;35;5;29;1;0
NEW JERSEY;Newton;7 916;14;0;4;0;10;63;8;55;0;0
NEW JERSEY;North Arlington;15 710;19;0;0;6;13;158;9;132;17;0
NEW JERSEY;North Bergen Township;61 447;90;1;16;17;56;404;54;306;44;1
NEW JERSEY;North Brunswick Township;41 706;61;0;4;17;40;605;52;517;36;0
NEW JERSEY;North Caldwell;6 645;5;0;1;0;4;22;10;8;4;0
NEW JERSEY;Northfield;8 163;4;0;0;0;4;86;13;66;7;0
NEW JERSEY;North Haledon;8 379;3;0;1;0;2;49;5;39;5;0
NEW JERSEY;North Hanover Township;7 476;3;0;0;0;3;18;3;13;2;0
NEW JERSEY;North Plainfield;21 474;47;1;10;26;10;281;36;234;11;0
NEW JERSEY;Northvale;4 937;0;0;0;0;0;9;0;8;1;0
NEW JERSEY;North Wildwood;3 763;6;0;1;1;4;144;12;131;1;0
NEW JERSEY;Norwood;5 816;1;0;1;0;0;19;6;10;3;0
NEW JERSEY;Nutley Township;28 384;28;0;0;6;22;164;26;117;21;0
NEW JERSEY;Oakland;12 992;5;0;0;1;4;53;5;46;2;0
NEW JERSEY;Oaklyn;3 936;5;0;1;1;3;127;39;83;5;0
NEW JERSEY;Ocean City;10 962;6;0;0;2;4;323;37;285;1;0
NEW JERSEY;Ocean Gate;2 025;1;0;0;1;0;24;7;17;0;0
NEW JERSEY;Oceanport;5 739;12;0;2;2;8;43;8;33;2;0
NEW JERSEY;Ocean Township, Monmouth County;26 638;17;1;0;4;12;582;60;499;23;1
NEW JERSEY;Ocean Township, Ocean County;9 134;4;0;1;0;3;38;6;32;0;0
NEW JERSEY;Ogdensburg;2 247;0;0;0;0;0;10;0;9;1;0
NEW JERSEY;Old Bridge Township;65 659;39;2;1;12;24;477;60;378;39;1
NEW JERSEY;Old Tappan;5 944;0;0;0;0;0;12;2;6;4;0
NEW JERSEY;Oradell;8 181;2;0;0;0;2;21;7;13;1;0
NEW JERSEY;Orange City;30 558;190;4;13;96;77;635;140;337;158;10
NEW JERSEY;Oxford Township;2 423;1;0;0;0;1;6;2;4;0;0
NEW JERSEY;Palisades Park;20 877;16;0;1;4;11;106;19;81;6;0
NEW JERSEY;Palmyra;7 134;8;1;1;0;6;120;17;100;3;2
NEW JERSEY;Paramus;26 460;44;0;2;8;34;919;24;871;24;0
NEW JERSEY;Park Ridge;8 761;1;0;0;1;0;9;2;6;1;0
NEW JERSEY;Parsippany-Troy Hills Township;51 907;23;1;9;3;10;326;59;233;34;0
NEW JERSEY;Passaic;69 639;369;1;6;166;196;1 215;133;923;159;2
NEW JERSEY;Paterson;144 866;1 219;19;54;464;682;3 132;847;1 829;456;24
NEW JERSEY;Paulsboro;5 828;14;0;0;5;9;114;23;79;12;0
NEW JERSEY;Peapack-Gladstone;2 591;0;0;0;0;0;18;8;5;5;0
NEW JERSEY;Pemberton Borough;1 321;3;0;0;2;1;28;9;19;0;0
NEW JERSEY;Pemberton Township;26 966;72;1;2;11;58;435;114;299;22;6
NEW JERSEY;Pennington;2 516;0;0;0;0;0;8;1;5;2;0
NEW JERSEY;Pennsauken Township;35 506;111;1;2;41;67;848;197;578;73;1
NEW JERSEY;Penns Grove;4 746;51;1;8;14;28;154;31;110;13;2
NEW JERSEY;Pennsville Township;12 345;18;0;0;3;15;198;19;171;8;0
NEW JERSEY;Pequannock Township;15 045;7;0;0;3;4;73;13;60;0;0
NEW JERSEY;Perth Amboy;51 816;147;0;2;30;115;697;110;511;76;2
NEW JERSEY;Phillipsburg;14 228;30;0;14;5;11;304;37;254;13;3
NEW JERSEY;Pine Beach;2 173;1;0;0;0;1;23;3;20;0;0
NEW JERSEY;Pine Hill;10 419;30;0;1;4;25;143;29;110;4;0
NEW JERSEY;Pine Valley;12;0;0;0;0;0;0;0;0;0;0
NEW JERSEY;Piscataway Township;56 783;47;0;7;5;35;443;45;376;22;0
NEW JERSEY;Pitman;8 709;4;0;0;2;2;55;12;42;1;0
NEW JERSEY;Plainfield;50 576;192;3;2;90;97;805;140;607;58;10
NEW JERSEY;Plainsboro Township;22 976;9;1;0;0;8;151;12;135;4;0
NEW JERSEY;Pleasantville;20 388;65;1;4;26;34;271;90;156;25;0
NEW JERSEY;Plumsted Township;8 545;5;0;1;0;4;32;12;19;1;0
NEW JERSEY;Pohatcong Township;3 181;0;0;0;0;0;230;21;208;1;0
NEW JERSEY;Point Pleasant;18 684;15;0;0;0;15;116;24;87;5;0
NEW JERSEY;Point Pleasant Beach;4 516;5;0;0;1;4;54;20;24;10;0
NEW JERSEY;Pompton Lakes;10 953;8;0;1;0;7;58;5;51;2;0
NEW JERSEY;Princeton;31 610;10;0;1;0;9;238;45;190;3;4
NEW JERSEY;Prospect Park;5 831;5;0;2;1;2;83;12;62;9;0
NEW JERSEY;Rahway;30 072;32;1;1;10;20;157;25;103;29;0
NEW JERSEY;Ramsey;14 978;3;0;0;2;1;161;3;155;3;0
NEW JERSEY;Randolph Township;25 490;8;0;1;1;6;99;10;81;8;0
NEW JERSEY;Raritan;7 999;6;0;3;1;2;61;11;45;5;0
NEW JERSEY;Raritan Township;22 220;8;0;0;1;7;64;7;55;2;0
NEW JERSEY;Readington Township;15 805;11;0;1;0;10;61;15;40;6;1
NEW JERSEY;Red Bank;12 016;13;0;4;4;5;126;14;108;4;0
NEW JERSEY;Ridgefield;11 240;6;0;0;0;6;49;3;38;8;0
NEW JERSEY;Ridgefield Park;12 983;7;0;0;2;5;124;6;108;10;1
NEW JERSEY;Ridgewood;25 192;13;0;0;2;11;143;22;108;13;0
NEW JERSEY;Ringwood;12 165;5;0;1;0;4;42;6;34;2;0
NEW JERSEY;Riverdale;4 255;2;0;0;0;2;96;9;83;4;1
NEW JERSEY;River Edge;11 500;2;0;1;1;0;72;7;62;3;0
NEW JERSEY;Riverside Township;7 806;14;0;1;1;12;36;4;31;1;0
NEW JERSEY;Riverton;2 675;0;0;0;0;0;25;2;23;0;0
NEW JERSEY;River Vale Township;10 063;0;0;0;0;0;20;1;18;1;0
NEW JERSEY;Robbinsville Township;14 635;2;0;2;0;0;51;6;43;2;0
NEW JERSEY;Rochelle Park Township;5 598;4;0;0;3;1;66;11;53;2;0
NEW JERSEY;Rockaway;6 325;1;0;0;1;0;53;13;37;3;0
NEW JERSEY;Rockaway Township;25 756;13;0;0;2;11;231;20;203;8;1
NEW JERSEY;Rockleigh;531;0;0;0;0;0;2;0;2;0;0
NEW JERSEY;Roseland;5 826;2;0;0;0;2;34;0;26;8;0
NEW JERSEY;Roselle;21 903;67;1;1;16;49;339;51;255;33;2
NEW JERSEY;Roselle Park;13 630;2;0;2;0;0;135;11;115;9;0
NEW JERSEY;Roxbury Township;22 755;3;0;0;2;1;101;13;88;0;0
NEW JERSEY;Rumson;6 740;0;0;0;0;0;57;7;36;14;0
NEW JERSEY;Runnemede;8 262;7;0;0;0;7;144;24;112;8;0
NEW JERSEY;Rutherford;18 423;12;0;2;2;8;181;20;145;16;0
NEW JERSEY;Saddle Brook Township;13 897;1;0;0;1;0;220;5;214;1;0
NEW JERSEY;Saddle River;3 186;2;0;0;0;2;30;5;22;3;0
NEW JERSEY;Salem;4 702;73;2;3;19;49;227;77;124;26;12
NEW JERSEY;Sayreville;44 581;34;0;0;8;26;310;42;231;37;0
NEW JERSEY;Scotch Plains Township;24 383;14;0;2;3;9;162;50;105;7;0
NEW JERSEY;Sea Bright;1 352;2;0;1;0;1;11;2;9;0;0
NEW JERSEY;Sea Girt;1 764;1;0;0;0;1;12;1;11;0;0
NEW JERSEY;Sea Isle City;2 035;0;0;0;0;0;89;16;73;0;0
NEW JERSEY;Seaside Heights;2 902;12;0;0;1;11;166;21;141;4;0
NEW JERSEY;Seaside Park;1 538;3;0;0;1;2;20;6;14;0;0
NEW JERSEY;Secaucus;21 217;41;0;3;11;27;516;31;466;19;1
NEW JERSEY;Ship Bottom;1 144;0;0;0;0;0;18;0;18;0;0
NEW JERSEY;Shrewsbury;4 122;6;0;0;1;5;88;4;79;5;0
NEW JERSEY;Somerdale;5 492;12;0;0;2;10;263;23;236;4;2
NEW JERSEY;Somers Point;10 224;11;0;2;2;7;260;22;229;9;0
NEW JERSEY;Somerville;12 198;11;0;0;8;3;138;11;117;10;0
NEW JERSEY;South Amboy;8 922;2;0;0;0;2;67;10;46;11;0
NEW JERSEY;South Bound Brook;4 570;1;0;0;1;0;43;6;36;1;0
NEW JERSEY;South Brunswick Township;46 038;17;0;4;5;8;254;36;204;14;3
NEW JERSEY;South Hackensack Township;2 465;13;1;0;3;9;43;5;31;7;0
NEW JERSEY;South Harrison Township;3 122;1;0;0;0;1;13;1;11;1;0
NEW JERSEY;South Orange Village;16 740;13;0;0;9;4;279;21;233;25;0
NEW JERSEY;South Plainfield;24 114;30;0;0;8;22;394;34;343;17;1
NEW JERSEY;South River;15 945;35;0;7;6;22;102;13;80;9;0
NEW JERSEY;South Toms River;3 780;7;0;0;2;5;32;6;24;2;0
NEW JERSEY;Sparta Township;18 532;4;0;0;0;4;31;2;27;2;0
NEW JERSEY;Spotswood;8 276;2;0;0;1;1;52;8;43;1;0
NEW JERSEY;Springfield Township, Burlington County;3 252;2;0;0;0;2;18;1;15;2;0
NEW JERSEY;Springfield Township, Union County;17 661;3;0;0;2;1;134;19;105;10;0
NEW JERSEY;Spring Lake;2 917;0;0;0;0;0;34;4;29;1;0
NEW JERSEY;Spring Lake Heights;4 538;1;0;0;0;1;13;2;10;1;0
NEW JERSEY;Stafford Township;27 609;32;0;4;1;27;232;19;205;8;1
NEW JERSEY;Stanhope;3 281;1;0;1;0;0;27;7;18;2;0
NEW JERSEY;Stone Harbor;804;2;0;0;0;2;106;14;91;1;1
NEW JERSEY;Stratford;6 926;10;0;1;6;3;60;8;51;1;0
NEW JERSEY;Summit;21 980;3;0;1;2;0;136;9;118;9;0
NEW JERSEY;Surf City;1 193;2;0;2;0;0;8;3;5;0;0
NEW JERSEY;Swedesboro;2 565;0;0;0;0;0;36;4;31;1;0
NEW JERSEY;Tavistock;5;0;0;0;0;0;0;0;0;0;0
NEW JERSEY;Teaneck Township;40 533;56;1;11;12;32;364;49;304;11;1
NEW JERSEY;Tenafly;14 586;1;0;0;1;0;89;14;63;12;1
NEW JERSEY;Teterboro;68;0;0;0;0;0;102;0;99;3;0
NEW JERSEY;Tewksbury Township;5 765;2;0;0;0;2;23;6;14;3;0
NEW JERSEY;Tinton Falls;17 506;8;0;0;4;4;243;7;227;9;0
NEW JERSEY;Toms River Township;93 836;72;1;13;18;40;1 248;136;1 070;42;3
NEW JERSEY;Totowa;10 754;15;0;1;2;12;166;16;134;16;0
NEW JERSEY;Trenton;83 457;937;15;70;300;552;1 748;360;1 142;246;11
NEW JERSEY;Tuckerton;3 370;1;0;0;0;1;36;7;23;6;0
NEW JERSEY;Union Beach;5 396;11;0;0;0;11;14;5;8;1;1
NEW JERSEY;Union City;68 459;193;0;12;52;129;1 080;101;891;88;3
NEW JERSEY;Union Township;58 736;43;0;4;27;12;912;44;792;76;1
NEW JERSEY;Upper Saddle River;8 245;2;0;0;0;2;27;4;14;9;0
NEW JERSEY;Ventnor City;9 966;15;0;4;2;9;364;66;282;16;0
NEW JERSEY;Vernon Township;21 912;3;0;0;0;3;81;12;68;1;0
NEW JERSEY;Verona;13 355;1;0;0;0;1;49;5;39;5;0
NEW JERSEY;Vineland;59 860;211;1;32;55;123;1 686;269;1 375;42;8
NEW JERSEY;Voorhees Township;29 099;30;0;0;10;20;352;34;309;9;1
NEW JERSEY;Waldwick;10 240;2;0;0;0;2;57;5;48;4;0
NEW JERSEY;Wallington;11 568;9;0;0;2;7;143;6;124;13;1
NEW JERSEY;Wall Township;25 648;22;0;0;0;22;178;21;144;13;0
NEW JERSEY;Wanaque;11 772;4;0;1;0;3;34;2;27;5;0
NEW JERSEY;Warren Township;15 772;0;0;0;0;0;42;11;25;6;0
NEW JERSEY;Washington;6 453;8;0;0;0;8;44;9;33;2;0
NEW JERSEY;Washington Township, Bergen County;9 219;1;0;0;0;1;19;1;14;4;0
NEW JERSEY;Washington Township, Gloucester County;47 126;72;0;2;3;67;652;91;543;18;1
NEW JERSEY;Washington Township, Morris County;18 296;12;0;3;0;9;80;13;63;4;0
NEW JERSEY;Washington Township, Warren County;6 391;6;2;0;0;4;64;8;51;5;0
NEW JERSEY;Watchung;6 054;1;0;0;0;1;320;13;301;6;0
NEW JERSEY;Waterford Township;10 664;12;0;3;1;8;54;6;48;0;0
NEW JERSEY;Wayne Township;53 279;30;0;0;8;22;894;78;777;39;0
NEW JERSEY;Weehawken Township;15 115;22;0;5;4;13;231;41;178;12;0
NEW JERSEY;Wenonah;2 204;1;0;0;0;1;32;5;27;0;0
NEW JERSEY;Westampton Township;8 666;30;0;9;6;15;159;17;131;11;0
NEW JERSEY;West Amwell Township;2 727;1;0;0;0;1;27;3;23;1;0
NEW JERSEY;West Caldwell Township;10 840;2;0;1;0;1;54;7;42;5;1
NEW JERSEY;West Cape May;1 003;1;0;1;0;0;11;4;7;0;0
NEW JERSEY;West Deptford Township;20 902;16;0;1;7;8;244;57;167;20;0
NEW JERSEY;Westfield;29 688;4;0;0;2;2;141;9;112;20;0
NEW JERSEY;West Long Branch;7 889;0;0;0;0;0;89;7;75;7;0
NEW JERSEY;West Milford Township;26 287;13;0;2;1;10;127;18;104;5;1
NEW JERSEY;West New York;53 145;128;1;13;58;56;692;85;580;27;0
NEW JERSEY;West Orange;47 696;92;0;17;16;59;673;80;532;61;1
NEW JERSEY;Westville;4 128;9;0;1;1;7;120;29;84;7;0
NEW JERSEY;West Wildwood;553;2;0;0;0;2;9;2;7;0;0
NEW JERSEY;West Windsor Township;28 026;11;0;0;4;7;310;46;259;5;2
NEW JERSEY;Westwood;11 129;0;0;0;0;0;75;23;49;3;0
NEW JERSEY;Wharton;6 417;10;0;0;3;7;57;9;47;1;0
NEW JERSEY;Wildwood;4 959;29;0;0;8;21;318;47;267;4;0
NEW JERSEY;Wildwood Crest;3 051;17;0;2;0;15;63;19;44;0;0
NEW JERSEY;Willingboro Township;31 920;102;5;13;25;59;421;114;274;33;3
NEW JERSEY;Winfield Township;1 507;0;0;0;0;0;9;3;6;0;0
NEW JERSEY;Winslow Township;38 390;67;0;3;13;51;492;99;345;48;6
NEW JERSEY;Woodbridge Township;100 125;111;2;13;24;72;1 413;117;1 197;99;1
NEW JERSEY;Woodbury;9 768;28;0;1;4;23;299;46;241;12;4
NEW JERSEY;Woodbury Heights;2 949;1;0;0;1;0;53;7;42;4;0
NEW JERSEY;Woodcliff Lake;5 853;2;0;0;1;1;29;4;25;0;0
NEW JERSEY;Woodland Park;12 657;14;0;1;0;13;167;18;136;13;0
NEW JERSEY;Woodlynne;2 901;12;0;0;3;9;55;5;45;5;0
NEW JERSEY;Wood-Ridge;9 328;1;0;0;0;1;45;1;43;1;0
NEW JERSEY;Woodstown;3 440;1;0;0;0;1;34;10;23;1;0
NEW JERSEY;Woolwich Township;13 075;2;0;1;1;0;54;5;45;4;1
NEW JERSEY;Wyckoff Township;17 030;5;0;2;0;3;81;10;64;7;0
NEW MEXICO;Alamogordo;31 832;109;0;6;4;99;796;103;618;75;
NEW MEXICO;Albuquerque4;561 920;7 596;84;486;1 699;5 327;;;20 634;5 425;98
NEW MEXICO;Angel Fire;1 072;2;0;0;0;2;23;4;18;1;
NEW MEXICO;Anthony;9 284;32;0;3;0;29;67;40;19;8;
NEW MEXICO;Artesia;12 366;65;0;10;4;51;376;79;264;33;
NEW MEXICO;Bayard;2 137;20;0;0;0;20;27;12;13;2;
NEW MEXICO;Belen;7 094;144;0;1;8;135;372;64;262;46;
NEW MEXICO;Bernalillo;10 353;85;1;0;10;74;232;65;137;30;
NEW MEXICO;Bosque Farms;3 809;18;0;0;1;17;42;9;19;14;
NEW MEXICO;Capitan;1 417;3;0;0;0;3;10;6;2;2;
NEW MEXICO;Carrizozo;935;3;0;0;0;3;8;3;5;0;
NEW MEXICO;Clayton;2 691;3;0;0;0;3;9;2;7;0;
NEW MEXICO;Cloudcroft;700;1;0;0;0;1;6;3;2;1;
NEW MEXICO;Clovis;38 734;261;2;54;28;177;1 474;300;979;195;
NEW MEXICO;Corrales;8 715;12;0;1;1;10;62;18;36;8;
NEW MEXICO;Cuba;756;11;0;0;1;10;2;1;0;1;
NEW MEXICO;Deming;14 011;135;1;17;16;101;722;218;457;47;
NEW MEXICO;Dexter;1 236;0;0;0;0;0;2;0;1;1;
NEW MEXICO;Edgewood;6 161;20;1;1;8;10;76;18;52;6;
NEW MEXICO;Estancia;1 586;1;0;0;0;1;6;6;0;0;
NEW MEXICO;Eunice;2 997;1;0;0;0;1;56;30;14;12;
NEW MEXICO;Gallup;21 935;437;1;20;84;332;1 397;250;987;160;
NEW MEXICO;Grants;8 937;49;2;1;2;44;185;82;88;15;
NEW MEXICO;Hatch;1 605;16;0;0;0;16;31;11;19;1;
NEW MEXICO;Hope;106;0;0;0;0;0;2;1;1;0;
NEW MEXICO;Hurley;1 181;3;0;0;0;3;5;1;4;0;
NEW MEXICO;Jal;2 097;14;0;1;1;12;34;5;21;8;
NEW MEXICO;Las Cruces;103 520;514;10;64;57;383;3 707;654;2 746;307;3
NEW MEXICO;Logan;959;4;0;0;0;4;12;2;10;0;
NEW MEXICO;Lordsburg;2 385;12;0;0;0;12;43;16;23;4;
NEW MEXICO;Los Alamos6;19 220;;0;10;1;;72;8;59;5;
NEW MEXICO;Los Lunas;15 929;205;0;4;16;185;649;134;415;100;
