State;City;Population;Violent_crime;Murder;Rape;Robbery;Aggravated_assault;Property_crime;Burglary;Larceny_theft;Vehicle_theft;Arson
NEVADA;Sparks5;106 010;450;1;76;76;297;2 426;513;1 537;376;4
NEVADA;Winnemucca;7 800;8;0;0;1;7;204;56;136;12;0
NEVADA;Yerington;3 185;6;0;5;0;1;5;0;5;0;0
NEW HAMPSHIRE;Alexandria;1 620;0;0;0;0;0;15;3;11;1;0
NEW HAMPSHIRE;Allenstown;4 435;10;0;4;0;6;26;3;22;1;1
NEW HAMPSHIRE;Alstead;1 931;3;0;2;0;1;1;0;1;0;0
NEW HAMPSHIRE;Alton;5 339;10;2;5;0;3;34;8;24;2;0
NEW HAMPSHIRE;Amherst;11 344;3;0;2;1;0;108;12;95;1;1
NEW HAMPSHIRE;Antrim;2 702;3;1;1;0;1;21;4;16;1;0
NEW HAMPSHIRE;Ashland;2 053;1;0;0;0;1;40;5;35;0;0
NEW HAMPSHIRE;Atkinson;7 037;0;0;0;0;0;29;13;15;1;0
NEW HAMPSHIRE;Auburn;5 608;2;0;0;0;2;37;7;27;3;0
NEW HAMPSHIRE;Barnstead;4 668;3;0;3;0;0;20;5;13;2;0
NEW HAMPSHIRE;Barrington;9 263;6;0;5;0;1;36;11;20;5;0
NEW HAMPSHIRE;Bartlett;2 809;2;0;1;1;0;23;6;16;1;0
NEW HAMPSHIRE;Bath;1 093;0;0;0;0;0;1;0;0;1;0
NEW HAMPSHIRE;Bedford;22 887;12;0;5;3;4;174;11;161;2;1
NEW HAMPSHIRE;Belmont;7 293;19;0;3;0;16;128;17;104;7;0
NEW HAMPSHIRE;Bennington;1 512;1;0;1;0;0;5;0;4;1;1
NEW HAMPSHIRE;Berlin;10 230;22;0;8;4;10;110;13;94;3;4
NEW HAMPSHIRE;Bethlehem;2 569;5;0;4;0;1;20;5;13;2;0
NEW HAMPSHIRE;Boscawen;4 095;8;0;0;0;8;32;3;25;4;1
NEW HAMPSHIRE;Bow;8 004;5;0;0;1;4;30;3;20;7;1
NEW HAMPSHIRE;Bradford;1 710;0;0;0;0;0;19;0;16;3;1
NEW HAMPSHIRE;Bristol;3 057;6;1;3;1;1;49;7;39;3;0
NEW HAMPSHIRE;Brookline;5 461;0;0;0;0;0;21;2;17;2;0
NEW HAMPSHIRE;Campton;3 305;5;0;4;0;1;36;2;32;2;0
NEW HAMPSHIRE;Candia;3 945;1;0;0;0;1;32;2;30;0;0
NEW HAMPSHIRE;Canterbury;2 468;2;0;0;0;2;26;3;21;2;2
NEW HAMPSHIRE;Carroll;740;0;0;0;0;0;16;1;12;3;0
NEW HAMPSHIRE;Center Harbor;1 099;0;0;0;0;0;8;1;6;1;0
NEW HAMPSHIRE;Charlestown;4 998;8;0;0;0;8;18;5;13;0;1
NEW HAMPSHIRE;Chester;5 295;9;0;3;0;6;28;4;23;1;2
NEW HAMPSHIRE;Chichester;2 709;2;0;1;0;1;27;4;23;0;0
NEW HAMPSHIRE;Colebrook;2 114;1;0;0;0;1;28;14;13;1;0
NEW HAMPSHIRE;Concord;43 509;65;4;10;25;26;805;49;710;46;2
NEW HAMPSHIRE;Conway;10 287;22;0;15;1;6;222;21;194;7;0
NEW HAMPSHIRE;Cornish;1 623;0;0;0;0;0;7;2;5;0;1
NEW HAMPSHIRE;Dalton;868;0;0;0;0;0;0;0;0;0;0
NEW HAMPSHIRE;Danville;4 584;0;0;0;0;0;11;3;5;3;0
NEW HAMPSHIRE;Deerfield;4 562;1;0;1;0;0;17;6;11;0;0
NEW HAMPSHIRE;Deering;1 967;2;0;0;0;2;20;2;15;3;0
NEW HAMPSHIRE;Derry;33 672;33;1;18;3;11;279;22;247;10;5
NEW HAMPSHIRE;Dover;31 950;25;0;8;6;11;347;38;295;14;1
NEW HAMPSHIRE;Dublin;1 538;1;0;0;0;1;7;0;7;0;0
NEW HAMPSHIRE;Dunbarton;2 870;3;0;2;0;1;21;1;19;1;0
NEW HAMPSHIRE;Durham;16 810;6;0;2;2;2;42;10;31;1;1
NEW HAMPSHIRE;East Kingston;2 430;1;0;0;0;1;8;0;7;1;0
NEW HAMPSHIRE;Effingham;1 480;1;0;1;0;0;1;0;1;0;0
NEW HAMPSHIRE;Enfield;4 563;5;0;2;0;3;27;3;24;0;0
NEW HAMPSHIRE;Epping;7 117;3;0;2;0;1;74;2;68;4;0
NEW HAMPSHIRE;Epsom;4 777;3;0;2;0;1;26;3;23;0;0
NEW HAMPSHIRE;Exeter;15 425;28;0;9;0;19;99;11;85;3;0
NEW HAMPSHIRE;Farmington;6 932;8;0;5;0;3;103;26;65;12;2
NEW HAMPSHIRE;Fitzwilliam;2 373;0;0;0;0;0;12;3;7;2;0
NEW HAMPSHIRE;Franconia;1 111;1;0;0;0;1;14;0;13;1;1
NEW HAMPSHIRE;Freedom;1 562;0;0;0;0;0;3;0;3;0;0
NEW HAMPSHIRE;Fremont;4 803;0;0;0;0;0;37;3;32;2;1
NEW HAMPSHIRE;Gilford;7 197;5;0;2;0;3;111;16;90;5;0
NEW HAMPSHIRE;Gilmanton;3 754;7;0;4;0;3;23;5;18;0;0
NEW HAMPSHIRE;Goffstown;18 163;18;1;9;4;4;114;13;98;3;0
NEW HAMPSHIRE;Gorham;2 579;3;0;1;0;2;20;2;18;0;0
NEW HAMPSHIRE;Grantham;2 946;0;0;0;0;0;14;4;10;0;0
NEW HAMPSHIRE;Greenland;4 195;0;0;0;0;0;16;2;12;2;0
NEW HAMPSHIRE;Hampstead;8 662;7;0;3;0;4;48;1;45;2;0
NEW HAMPSHIRE;Hampton;15 616;31;1;3;4;23;138;13;114;11;2
NEW HAMPSHIRE;Hampton Falls;2 385;2;0;2;0;0;18;2;16;0;0
NEW HAMPSHIRE;Hancock;1 658;1;0;0;0;1;2;0;2;0;0
NEW HAMPSHIRE;Hanover;11 531;7;0;4;0;3;95;12;81;2;2
NEW HAMPSHIRE;Haverhill;4 568;16;0;5;1;10;71;9;57;5;1
NEW HAMPSHIRE;Henniker;5 009;12;0;5;0;7;45;5;35;5;0
NEW HAMPSHIRE;Hillsborough;5 990;12;1;5;0;6;56;13;39;4;1
NEW HAMPSHIRE;Hinsdale;3 888;5;2;1;0;2;94;11;80;3;0
NEW HAMPSHIRE;Holderness;2 109;0;0;0;0;0;14;2;11;1;0
NEW HAMPSHIRE;Hollis;7 976;5;1;3;0;1;29;7;19;3;1
NEW HAMPSHIRE;Hooksett;14 554;12;2;3;4;3;162;13;139;10;1
NEW HAMPSHIRE;Hopkinton;5 759;1;0;1;0;0;20;2;16;2;0
NEW HAMPSHIRE;Hudson;25 695;19;0;3;2;14;210;27;174;9;1
NEW HAMPSHIRE;Jackson;856;0;0;0;0;0;6;1;5;0;0
NEW HAMPSHIRE;Keene;22 999;42;0;17;12;13;488;31;434;23;0
NEW HAMPSHIRE;Kensington;2 118;1;0;1;0;0;3;0;2;1;0
NEW HAMPSHIRE;Kingston;6 362;5;0;2;0;3;11;2;7;2;0
NEW HAMPSHIRE;Laconia;16 534;37;1;17;4;15;535;32;461;42;1
NEW HAMPSHIRE;Lancaster;3 219;5;0;0;0;5;29;7;22;0;2
NEW HAMPSHIRE;Lebanon;13 661;16;0;8;2;6;299;21;265;13;1
NEW HAMPSHIRE;Lee;4 494;1;0;1;0;0;17;1;14;2;1
NEW HAMPSHIRE;Lincoln;1 775;1;0;0;0;1;27;6;21;0;1
NEW HAMPSHIRE;Lisbon;1 583;0;0;0;0;0;11;3;6;2;0
NEW HAMPSHIRE;Litchfield;8 660;3;0;1;0;2;31;3;23;5;1
NEW HAMPSHIRE;Littleton;5 889;16;1;7;4;4;106;16;85;5;2
NEW HAMPSHIRE;Londonderry;26 567;20;1;6;2;11;173;16;139;18;0
NEW HAMPSHIRE;Loudon;5 660;4;1;1;1;1;43;4;31;8;0
NEW HAMPSHIRE;Lyndeborough;1 740;0;0;0;0;0;6;1;4;1;0
NEW HAMPSHIRE;Madbury;1 868;0;0;0;0;0;2;0;2;0;0
NEW HAMPSHIRE;Madison;2 613;3;1;0;0;2;28;3;25;0;0
NEW HAMPSHIRE;Manchester;112 895;678;6;62;133;477;2 678;299;2 225;154;14
NEW HAMPSHIRE;Marlborough;2 068;1;0;0;0;1;7;1;6;0;0
NEW HAMPSHIRE;Mason;1 441;1;0;0;0;1;5;1;4;0;0
NEW HAMPSHIRE;Meredith;6 424;16;0;8;0;8;107;23;76;8;0
NEW HAMPSHIRE;Merrimack;26 028;4;0;0;2;2;207;21;177;9;0
NEW HAMPSHIRE;Middleton;1 827;0;0;0;0;0;17;3;12;2;0
NEW HAMPSHIRE;Milford;16 121;11;0;6;1;4;78;5;71;2;0
NEW HAMPSHIRE;Milton;4 652;7;0;2;0;5;42;7;27;8;1
NEW HAMPSHIRE;Mont Vernon;2 603;2;0;1;0;1;5;0;5;0;0
NEW HAMPSHIRE;Moultonborough;4 174;0;0;0;0;0;26;4;22;0;0
NEW HAMPSHIRE;Nashua;89 586;129;1;69;20;39;1 151;81;1 016;54;10
NEW HAMPSHIRE;New Boston;5 856;2;0;1;0;1;15;1;13;1;0
NEW HAMPSHIRE;Newbury;2 245;0;0;0;0;0;15;3;11;1;0
NEW HAMPSHIRE;New Castle;982;0;0;0;0;0;1;0;1;0;0
NEW HAMPSHIRE;New Durham;2 704;3;0;0;0;3;24;3;19;2;2
NEW HAMPSHIRE;Newfields;1 735;1;0;0;0;1;14;0;14;0;0
NEW HAMPSHIRE;New Hampton;2 216;4;0;2;0;2;12;2;7;3;0
NEW HAMPSHIRE;Newington;810;5;0;0;1;4;113;2;110;1;0
NEW HAMPSHIRE;New Ipswich;5 408;3;0;2;0;1;20;4;14;2;0
NEW HAMPSHIRE;Newmarket;9 161;8;0;2;0;6;43;5;37;1;1
NEW HAMPSHIRE;Newport;6 348;6;1;0;2;3;94;8;72;14;1
NEW HAMPSHIRE;Northfield;4 940;7;0;2;1;4;67;15;46;6;0
NEW HAMPSHIRE;North Hampton;4 512;3;0;2;0;1;35;6;26;3;2
NEW HAMPSHIRE;Northumberland;2 111;4;0;1;0;3;24;2;21;1;0
NEW HAMPSHIRE;Northwood;4 302;2;0;0;0;2;31;3;26;2;0
NEW HAMPSHIRE;Nottingham;5 149;3;0;0;0;3;7;0;7;0;0
NEW HAMPSHIRE;Orford;1 302;1;0;0;0;1;3;0;3;0;0
NEW HAMPSHIRE;Ossipee;4 401;5;0;3;1;1;35;4;27;4;2
NEW HAMPSHIRE;Pelham;14 198;10;0;4;1;5;94;8;83;3;2
NEW HAMPSHIRE;Pembroke;7 240;12;0;9;0;3;59;10;45;4;0
NEW HAMPSHIRE;Peterborough;6 669;11;0;4;1;6;48;4;42;2;0
NEW HAMPSHIRE;Pittsburg;807;0;0;0;0;0;5;0;4;1;0
NEW HAMPSHIRE;Pittsfield;4 142;15;0;5;1;9;21;3;16;2;0
NEW HAMPSHIRE;Plainfield;2 381;1;0;0;0;1;12;0;12;0;0
NEW HAMPSHIRE;Plaistow;7 734;4;0;0;0;4;97;5;87;5;1
NEW HAMPSHIRE;Plymouth;6 755;10;0;5;0;5;76;7;65;4;1
NEW HAMPSHIRE;Portsmouth;21 951;28;0;10;2;16;359;28;309;22;1
NEW HAMPSHIRE;Raymond;10 475;14;0;8;0;6;114;5;101;8;0
NEW HAMPSHIRE;Rindge;6 308;12;0;5;0;7;60;8;48;4;14
NEW HAMPSHIRE;Rochester;31 527;94;0;21;11;62;976;111;828;37;3
NEW HAMPSHIRE;Rollinsford;2 591;3;0;1;1;1;17;5;11;1;1
NEW HAMPSHIRE;Rye;5 464;0;0;0;0;0;42;2;35;5;0
NEW HAMPSHIRE;Salem;29 612;25;0;5;13;7;448;25;403;20;2
NEW HAMPSHIRE;Sanbornton;2 975;4;0;0;0;4;24;2;20;2;1
NEW HAMPSHIRE;Sandown;6 501;2;1;0;0;1;20;7;11;2;0
NEW HAMPSHIRE;Sandwich;1 358;0;0;0;0;0;13;2;11;0;0
NEW HAMPSHIRE;Seabrook;8 880;4;0;1;1;2;137;16;116;5;0
NEW HAMPSHIRE;Somersworth;11 979;15;0;8;5;2;353;25;317;11;2
NEW HAMPSHIRE;South Hampton;829;0;0;0;0;0;5;2;3;0;0
NEW HAMPSHIRE;Springfield;1 342;0;0;0;0;0;0;0;0;0;0
NEW HAMPSHIRE;Strafford;4 205;0;0;0;0;0;7;2;4;1;0
NEW HAMPSHIRE;Stratham;7 479;2;0;0;0;2;44;1;41;2;0
NEW HAMPSHIRE;Sugar Hill;579;0;0;0;0;0;1;0;0;1;0
NEW HAMPSHIRE;Sunapee;3 489;0;0;0;0;0;19;1;16;2;1
NEW HAMPSHIRE;Tamworth;3 077;2;0;0;1;1;14;0;12;2;0
NEW HAMPSHIRE;Thornton;2 513;1;0;0;1;0;9;3;6;0;0
NEW HAMPSHIRE;Tilton;3 557;12;0;3;2;7;200;8;184;8;1
NEW HAMPSHIRE;Troy;2 091;2;0;0;0;2;13;1;12;0;0
NEW HAMPSHIRE;Tuftonboro;2 414;1;0;0;0;1;12;5;6;1;0
NEW HAMPSHIRE;Wakefield;5 789;13;0;7;0;6;34;7;24;3;1
NEW HAMPSHIRE;Warner;2 953;1;0;0;0;1;34;4;28;2;0
NEW HAMPSHIRE;Washington;1 104;0;0;0;0;0;2;1;1;0;0
NEW HAMPSHIRE;Waterville Valley;243;1;0;1;0;0;12;0;12;0;0
NEW HAMPSHIRE;Weare;9 111;4;0;2;0;2;26;11;12;3;0
NEW HAMPSHIRE;Webster;1 962;3;0;1;0;2;24;5;14;5;0
NEW HAMPSHIRE;Whitefield;2 201;4;0;0;1;3;7;1;6;0;0
NEW HAMPSHIRE;Wilton;3 768;6;0;5;0;1;20;7;13;0;0
NEW HAMPSHIRE;Winchester;4 192;8;0;4;1;3;34;6;23;5;2
NEW HAMPSHIRE;Windham;14 876;5;0;2;0;3;59;8;51;0;0
NEW HAMPSHIRE;Wolfeboro;6 403;4;0;1;0;3;34;4;26;4;0
NEW HAMPSHIRE;Woodstock;1 369;0;0;0;0;0;9;4;4;1;1
NEW JERSEY;Aberdeen Township;18 700;15;0;3;5;7;164;7;145;12;0
NEW JERSEY;Absecon;8 436;8;0;1;2;5;236;24;207;5;0
NEW JERSEY;Allendale;6 795;0;0;0;0;0;38;8;26;4;0
NEW JERSEY;Allenhurst;484;0;0;0;0;0;11;1;9;1;0
NEW JERSEY;Allentown;1 784;0;0;0;0;0;8;2;6;0;0
NEW JERSEY;Alpha;2 262;1;0;0;0;1;37;7;30;0;0
NEW JERSEY;Alpine;1 856;1;0;0;0;1;15;4;2;9;0
NEW JERSEY;Andover Township;5 870;0;0;0;0;0;17;3;13;1;0
NEW JERSEY;Asbury Park;15 437;179;2;10;47;120;525;59;457;9;0
NEW JERSEY;Atlantic City;37 593;323;11;29;182;101;1 738;130;1 519;89;2
NEW JERSEY;Atlantic Highlands;4 308;3;0;0;1;2;50;2;48;0;0
NEW JERSEY;Audubon;8 601;5;0;0;2;3;296;21;268;7;0
NEW JERSEY;Audubon Park;997;1;0;0;0;1;5;0;5;0;0
NEW JERSEY;Avalon;1 236;5;0;0;0;5;157;12;145;0;0
NEW JERSEY;Avon-by-the-Sea;1 766;1;0;0;0;1;36;5;31;0;0
NEW JERSEY;Barnegat Light;587;0;0;0;0;0;6;1;5;0;0
NEW JERSEY;Barnegat Township;23 399;12;0;0;4;8;124;13;108;3;0
NEW JERSEY;Barrington;6 620;3;0;1;1;1;62;8;49;5;0
NEW JERSEY;Bay Head;976;0;0;0;0;0;15;3;12;0;0
NEW JERSEY;Bayonne;65 032;145;2;11;52;80;704;120;519;65;4
NEW JERSEY;Beach Haven;1 191;0;0;0;0;0;141;5;136;0;0
NEW JERSEY;Beachwood;11 275;5;0;3;0;2;79;14;65;0;0
NEW JERSEY;Bedminster Township;8 043;2;0;0;0;2;39;6;29;4;0
NEW JERSEY;Belleville;36 531;78;1;9;24;44;508;70;351;87;1
NEW JERSEY;Bellmawr;11 294;13;0;0;2;11;133;28;97;8;1
NEW JERSEY;Belmar;5 562;8;0;0;0;8;86;4;78;4;0
NEW JERSEY;Belvidere;2 564;8;0;1;0;7;32;13;19;0;0
NEW JERSEY;Bergenfield;27 432;15;1;1;0;13;75;11;62;2;0
NEW JERSEY;Berkeley Heights Township;13 592;4;0;3;1;0;58;12;36;10;0
NEW JERSEY;Berkeley Township;41 738;44;0;9;10;25;385;68;310;7;1
NEW JERSEY;Berlin;7 510;10;0;0;2;8;126;21;100;5;1
NEW JERSEY;Berlin Township;5 651;3;0;0;3;0;126;11;111;4;1
NEW JERSEY;Bernards Township;27 228;0;0;0;0;0;83;15;54;14;0
NEW JERSEY;Bernardsville;7 670;2;0;0;0;2;43;3;34;6;0
NEW JERSEY;Beverly;2 476;11;0;0;1;10;35;9;20;6;0
NEW JERSEY;Blairstown Township;5 703;5;0;1;0;4;19;8;10;1;0
NEW JERSEY;Bloomfield;50 307;32;0;0;11;21;567;58;447;62;0
NEW JERSEY;Bloomingdale;8 089;5;0;3;0;2;32;3;29;0;0
NEW JERSEY;Bogota;8 403;2;0;0;2;0;33;5;26;2;0
NEW JERSEY;Boonton;8 157;11;0;1;2;8;82;8;70;4;0
NEW JERSEY;Boonton Township;4 279;2;0;1;0;1;18;4;12;2;0
NEW JERSEY;Bordentown City;3 786;2;0;0;1;1;26;1;24;1;0
NEW JERSEY;Bordentown Township;12 018;11;0;0;0;11;66;3;53;10;2
NEW JERSEY;Bound Brook;10 257;16;1;0;6;9;112;11;98;3;0
NEW JERSEY;Bradley Beach;4 158;6;0;0;0;6;68;7;60;1;0
NEW JERSEY;Branchburg Township;14 551;4;0;2;1;1;83;13;63;7;1
NEW JERSEY;Brick Township;75 592;83;3;18;9;53;805;128;665;12;4
NEW JERSEY;Bridgeton;24 331;223;2;17;114;90;848;261;549;38;1
NEW JERSEY;Bridgewater Township;44 610;7;0;0;3;4;435;32;382;21;1
NEW JERSEY;Brielle;4 683;2;0;1;0;1;15;3;11;1;0
NEW JERSEY;Brigantine;8 684;1;0;0;0;1;165;31;129;5;0
NEW JERSEY;Brooklawn;1 899;16;0;1;5;10;149;13;134;2;0
NEW JERSEY;Buena;4 316;4;0;1;0;3;47;16;28;3;0
NEW JERSEY;Burlington City;9 877;51;2;2;14;33;150;40;94;16;0
NEW JERSEY;Burlington Township;22 516;31;0;7;6;18;261;30;210;21;1
NEW JERSEY;Butler;7 613;1;0;0;0;1;26;3;22;1;0
NEW JERSEY;Byram Township;7 875;10;0;4;1;5;63;9;48;6;0
NEW JERSEY;Caldwell;7 943;7;0;1;0;6;57;15;41;1;0
NEW JERSEY;Califon;1 055;0;0;0;0;0;3;1;1;1;0
NEW JERSEY;Camden County Police Department;73 270;1 159;25;67;302;765;2 101;372;1 194;535;41
NEW JERSEY;Cape May;3 428;4;0;1;0;3;94;3;86;5;0
NEW JERSEY;Cape May Point;274;0;0;0;0;0;4;3;1;0;0
NEW JERSEY;Carlstadt;6 170;8;0;0;2;6;73;4;61;8;0
NEW JERSEY;Carney's Point Township;7 664;17;0;10;3;4;104;18;80;6;1
NEW JERSEY;Carteret;23 645;32;0;5;11;16;265;40;201;24;0
NEW JERSEY;Cedar Grove Township;12 508;6;0;0;1;5;56;4;50;2;0
NEW JERSEY;Chatham;8 696;0;0;0;0;0;63;5;52;6;0
NEW JERSEY;Chatham Township;10 219;0;0;0;0;0;24;1;20;3;0
NEW JERSEY;Cherry Hill Township;70 716;59;0;0;30;29;1 694;148;1 497;49;1
NEW JERSEY;Chesilhurst;1 616;4;0;0;0;4;43;20;19;4;0
NEW JERSEY;Chester;1 635;0;0;0;0;0;13;1;12;0;0
NEW JERSEY;Chesterfield Township;7 474;3;0;0;0;3;6;0;6;0;0
NEW JERSEY;Chester Township;7 731;0;0;0;0;0;35;11;20;4;0
NEW JERSEY;Cinnaminson Township;16 477;16;0;2;3;11;352;28;310;14;0
NEW JERSEY;Clark Township;16 022;14;0;4;3;7;224;13;207;4;1
NEW JERSEY;Clayton;8 709;13;0;2;1;10;85;16;65;4;1
NEW JERSEY;Clementon;4 919;13;0;0;8;5;132;43;83;6;0
NEW JERSEY;Cliffside Park;26 115;18;0;1;5;12;102;8;94;0;0
NEW JERSEY;Clifton;85 021;95;0;0;50;45;1 272;115;1 046;111;0
NEW JERSEY;Clinton;2 679;4;0;1;0;3;12;1;11;0;0
NEW JERSEY;Clinton Township;12 801;2;0;0;0;2;33;12;18;3;0
NEW JERSEY;Closter;8 562;5;0;1;0;4;43;0;39;4;0
NEW JERSEY;Collingswood;13 850;16;1;0;6;9;393;53;322;18;3
NEW JERSEY;Colts Neck Township;9 846;4;0;1;2;1;58;9;40;9;0
NEW JERSEY;Cranbury Township;4 013;3;0;0;0;3;34;6;25;3;0
NEW JERSEY;Cranford Township;24 251;4;0;0;1;3;202;11;175;16;0
NEW JERSEY;Cresskill;8 761;2;0;1;1;0;28;6;18;4;0
NEW JERSEY;Deal;719;0;0;0;0;0;28;3;13;12;0
NEW JERSEY;Delanco Township;4 463;2;0;1;0;1;53;3;46;4;0
NEW JERSEY;Delaware Township;4 419;0;0;0;0;0;7;0;6;1;0
NEW JERSEY;Delran Township;16 473;8;0;0;3;5;212;23;182;7;0
NEW JERSEY;Demarest;4 912;2;0;0;0;2;12;4;5;3;0
NEW JERSEY;Denville Township;16 590;6;0;1;0;5;65;4;57;4;0
NEW JERSEY;Deptford Township;30 258;40;0;4;18;18;1 174;122;1 024;28;1
NEW JERSEY;Dover;17 852;40;0;2;11;27;157;49;94;14;1
NEW JERSEY;Dumont;17 649;6;0;0;1;5;54;2;52;0;0
NEW JERSEY;Dunellen;7 244;14;0;3;2;9;122;9;105;8;0
NEW JERSEY;Eastampton Township;5 938;3;0;2;1;0;50;12;34;4;0
NEW JERSEY;East Brunswick Township;47 857;27;0;6;9;12;530;35;491;4;1
NEW JERSEY;East Greenwich Township;10 658;0;0;0;0;0;103;16;82;5;0
NEW JERSEY;East Hanover Township;10 990;3;0;0;1;2;126;10;107;9;0
NEW JERSEY;East Newark;2 661;1;0;0;1;0;24;3;18;3;0
NEW JERSEY;East Orange;64 200;275;3;26;102;144;894;151;581;162;11
NEW JERSEY;East Rutherford;9 831;4;0;0;2;2;127;9;106;12;0
NEW JERSEY;East Windsor Township;27 343;16;1;1;4;10;182;17;151;14;1
NEW JERSEY;Eatontown;12 215;34;0;7;9;18;274;18;247;9;0
NEW JERSEY;Edgewater;12 821;4;0;1;2;1;160;13;142;5;0
NEW JERSEY;Edgewater Park Township;8 644;16;1;4;3;8;132;28;88;16;0
NEW JERSEY;Edison Township;100 282;84;1;9;19;55;1 371;138;1 143;90;2
NEW JERSEY;Egg Harbor City;4 085;21;0;1;11;9;195;42;144;9;1
NEW JERSEY;Egg Harbor Township;42 475;52;0;0;10;42;672;91;558;23;4
NEW JERSEY;Elizabeth;128 753;926;7;50;384;485;3 898;365;2 776;757;1
NEW JERSEY;Elk Township;4 154;0;0;0;0;0;39;8;25;6;1
NEW JERSEY;Elmer;1 300;1;1;0;0;0;5;0;5;0;0
NEW JERSEY;Elmwood Park;20 104;25;0;0;12;13;274;37;215;22;0
NEW JERSEY;Elsinboro Township;967;2;0;0;0;2;11;1;10;0;1
NEW JERSEY;Emerson;7 640;1;0;0;0;1;31;2;25;4;0
NEW JERSEY;Englewood;28 683;71;2;10;18;41;343;64;257;22;0
NEW JERSEY;Englewood Cliffs;5 368;1;0;0;0;1;48;27;12;9;0
NEW JERSEY;Englishtown;1 937;3;0;0;0;3;12;2;9;1;0
NEW JERSEY;Essex Fells;2 072;0;0;0;0;0;16;2;10;4;0
NEW JERSEY;Evesham Township;44 999;29;0;5;8;16;510;55;440;15;0
NEW JERSEY;Ewing Township;36 338;60;0;4;20;36;507;76;385;46;1
NEW JERSEY;Fairfield Township, Essex County;7 472;0;0;0;0;0;177;8;158;11;0
NEW JERSEY;Fair Haven;5 784;1;0;0;0;1;16;4;10;2;0
NEW JERSEY;Fair Lawn;33 064;7;0;0;1;6;236;32;187;17;2
NEW JERSEY;Fairview;14 285;27;1;1;11;14;152;38;104;10;0
NEW JERSEY;Fanwood;7 718;2;0;1;0;1;25;5;17;3;0
NEW JERSEY;Far Hills;909;0;0;0;0;0;3;0;3;0;0
NEW JERSEY;Fieldsboro;539;0;0;0;0;0;2;0;2;0;0
NEW JERSEY;Flemington;4 590;10;0;1;0;9;58;9;47;2;1
NEW JERSEY;Florence Township;12 593;17;0;7;2;8;81;25;51;5;1
NEW JERSEY;Florham Park;11 522;1;0;0;0;1;111;19;85;7;0
NEW JERSEY;Fort Lee;38 062;25;0;2;6;17;323;57;239;27;1
NEW JERSEY;Franklin;4 699;10;0;1;1;8;48;3;44;1;0
NEW JERSEY;Franklin Lakes;11 109;5;0;0;1;4;59;4;44;11;2
NEW JERSEY;Franklin Township, Gloucester County;16 264;15;0;1;2;12;169;32;123;14;0
NEW JERSEY;Franklin Township, Hunterdon County;3 560;0;0;0;0;0;8;1;7;0;0
NEW JERSEY;Franklin Township, Somerset County;66 173;58;4;10;18;26;625;76;517;32;0
NEW JERSEY;Freehold Borough;11 733;22;0;0;11;11;129;20;105;4;0
NEW JERSEY;Freehold Township;34 560;34;2;1;9;22;487;21;455;11;1
NEW JERSEY;Frenchtown;1 348;0;0;0;0;0;3;0;3;0;0
NEW JERSEY;Galloway Township;35 813;62;0;2;2;58;367;94;252;21;1
NEW JERSEY;Garfield;31 888;51;1;9;16;25;620;58;532;30;2
NEW JERSEY;Garwood;4 361;1;0;0;0;1;35;5;30;0;0
NEW JERSEY;Gibbsboro;2 212;1;0;0;0;1;23;4;17;2;0
NEW JERSEY;Glassboro;20 082;31;0;5;3;23;303;83;205;15;1
NEW JERSEY;Glen Ridge;7 574;4;0;2;0;2;108;21;82;5;0
NEW JERSEY;Glen Rock;11 803;0;0;0;0;0;60;13;43;4;0
NEW JERSEY;Gloucester City;11 168;20;2;1;3;14;281;41;230;10;3
NEW JERSEY;Gloucester Township;63 500;63;1;9;18;35;880;67;789;24;1
NEW JERSEY;Green Brook Township;7 071;1;0;0;0;1;56;8;44;4;0
NEW JERSEY;Greenwich Township, Gloucester County;4 777;2;0;1;0;1;58;6;50;2;0
NEW JERSEY;Greenwich Township, Warren County;5 447;1;0;0;1;0;126;11;110;5;0
NEW JERSEY;Guttenberg;11 289;27;0;0;13;14;71;12;53;6;0
NEW JERSEY;Hackensack;44 505;103;1;6;15;81;594;54;506;34;2
NEW JERSEY;Hackettstown;9 431;3;0;0;0;3;28;2;25;1;1
NEW JERSEY;Haddonfield;11 261;5;0;0;2;3;135;13;119;3;0
NEW JERSEY;Haddon Heights;7 515;3;0;0;1;2;54;12;39;3;0
NEW JERSEY;Haddon Township;14 489;33;0;1;19;13;288;26;250;12;0
NEW JERSEY;Haledon;8 277;31;0;0;4;27;141;25;101;15;0
NEW JERSEY;Hamburg;3 102;0;0;0;0;0;17;4;13;0;0
NEW JERSEY;Hamilton Township, Atlantic County;25 667;49;0;1;21;27;769;91;641;37;2
NEW JERSEY;Hamilton Township, Mercer County;87 027;122;1;20;47;54;1 585;264;1 215;106;5
NEW JERSEY;Hammonton;14 003;25;0;1;4;20;115;25;78;12;1
NEW JERSEY;Hanover Township;14 447;12;0;4;1;7;136;7;120;9;0
NEW JERSEY;Harding Township;3 805;3;0;0;0;3;20;10;9;1;0
NEW JERSEY;Hardyston Township;7 760;1;0;0;1;0;26;4;22;0;0
NEW JERSEY;Harrington Park;4 751;0;0;0;0;0;5;0;4;1;0
NEW JERSEY;Harrison;18 374;47;0;5;14;28;341;49;262;30;0
NEW JERSEY;Harrison Township;13 125;1;0;0;0;1;57;8;45;4;2
NEW JERSEY;Harvey Cedars;339;0;0;0;0;0;7;2;5;0;0
